symbol,historical_fintual_name,evidence
USNA,USANA Health Sciences Inc,fintual;help
UTHR,United Therapeutics Corp,fintual;help
UTI,Universal Technical Institute Inc,fintual;help
UTL,Unitil Corp,fintual;help
UTMD,Utah Medical Products Inc,fintual;help
UVE,Universal Insurance Holdings Inc,fintual;help
UVSP,Univest Financial Corp,fintual;help
V,Visa Inc,fintual;help
VAC,Marriott Vacations Worldwide Corp,fintual;help
VAL,Valaris Ltd,fintual;help
VC,Visteon Corp,fintual;help
VCEL,Vericel Corp,fintual;help
VCTR,Victory Capital Holdings Inc,fintual;help
VCYT,Veracyte Inc,fintual;help
VECO,Veeco Instruments Inc,fintual;help
VEL,Velocity Financial Inc,fintual;help
VELO,Velo3D Inc,fintual
VENU,Venu Holding Corp,fintual
VERI,Veritone Inc,fintual;help
VERU,Veru Inc,fintual;help
VIAV,Viavi Solutions Inc,fintual;help
VICI,VICI Properties Inc,fintual;help
VICR,Vicor Corp,fintual;help
VIR,Vir Biotechnology Inc,fintual;help
VITL,Vital Farms Inc,fintual;help
VKTX,Viking Therapeutics Inc,fintual;help
VLO,Valero Energy Corp,fintual;help
VLTO,Veralto Corp,fintual;help
VLY,Valley National Bancorp,fintual;help
VMD,Viemed Healthcare Inc,fintual;help
VMI,Valmont Industries Inc,fintual;help
VNDA,Vanda Pharmaceuticals Inc,fintual;help
VNET,Vnet Group Inc,fintual;help
VNO,Vornado Realty Trust,fintual;help
VNT,Vontier Corp,fintual;help
VOR,Vor BioPharma Inc,fintual
VOYA,Voya Financial Inc,fintual;help
VPG,Vishay Precision Group Inc,fintual;help
VRA,Vera Bradley Inc,fintual;help
VRDN,Viridian Therapeutics Inc,fintual;help
VREX,Varex Imaging Corp,fintual;help
VRNS,Varonis Systems Inc,fintual;help
VRSK,Verisk Analytics Inc,fintual;help
VRSN,VeriSign Inc,fintual;help
VRTS,Virtus Investment Partners Inc,fintual;help
VRTX,Vertex Pharmaceuticals Inc,fintual;help
VSAT,Viasat Inc,fintual;help
VSEC,VSE Corp,fintual;help
VSH,Vishay Intertechnology Inc,fintual;help
VST,Vistra Corp,fintual;help
VSTM,Verastem Inc,fintual
VSTS,Vestis Corp,fintual;help
VTOL,Bristow Group Inc,fintual;help
VTR,Ventas Inc,fintual;help
VTRS,Viatris Inc,fintual;help
VTS,Vitesse Energy Inc,fintual;help
VUZI,Vuzix Corp,fintual;help
VVOS,Vivos Therapeutics Inc,fintual
VVV,Valvoline Inc,fintual;help
VVX,V2X Inc,fintual;help
VYGR,Voyager Therapeutics Inc,fintual;help
VYX,NCR Voyix Corp,fintual;help
VZ,Verizon Communications Inc,fintual;help
WAB,Westinghouse Air Brake Technologies Corp,fintual;help
WAFD,WaFd Inc,fintual;help
WASH,Washington Trust Bancorp Inc,fintual;help
WAT,Waters Corp,fintual;help
WAY,Waystar Holding Corp,fintual;help
WB,Weibo Corp,fintual;help
WCC,WESCO International Inc,fintual;help
WCN,Waste Connections Inc,fintual;help
WD,Walker & Dunlop Inc,fintual;help
WDC,Western Digital Corp,fintual;help
WEAV,Weave Communications Inc,fintual;help
WEC,WEC Energy Group Inc,fintual;help
WELL,Welltower Inc,fintual;help
WERN,Werner Enterprises Inc,fintual;help
WEX,WEX Inc,fintual;help
WFG,West Fraser Timber Co Ltd,fintual;help
WFRD,Weatherford International PLC,fintual;help
WGO,Winnebago Industries Inc,fintual;help
WH,Wyndham Hotels & Resorts Inc,fintual;help
WHR,Whirlpool Corp,fintual;help
WHWK,Whitehawk Therapeutics Inc,fintual
WINA,Winmark Corp,fintual;help
WING,Wingstop Inc,fintual;help
WIX,Wix.com Ltd,fintual;help
WKC,World Kinect Corp,fintual;help
WLDN,Willdan Group Inc,fintual;help
WLFC,Willis Lease Finance Corp,fintual;help
WLK,Westlake Corp,fintual;help
WLTH,Wealthfront Corp,fintual
WM,Waste Management Inc,fintual;help
WMK,Weis Markets Inc,fintual;help
WMS,Advanced Drainage Systems Inc,fintual;help
WMT,Walmart Inc,fintual;help
WNC,Wabash National Corp,fintual;help
WOR,Worthington Enterprises Inc,fintual;help
WPP,WPP PLC,fintual;help
WRB,W R Berkley Corp,fintual;help
WRLD,World Acceptance Corp,fintual;help
WS,Worthington Steel Inc,fintual;help
WSBC,WesBanco Inc,fintual;help
WSFS,WSFS Financial Corp,fintual;help
WSO,Watsco Inc,fintual;help
WST,West Pharmaceutical Services Inc,fintual;help
WT,WisdomTree Inc,fintual;help
WTFC,Wintrust Financial Corp,fintual;help
WTI,W&T Offshore Inc,fintual;help
WTM,White Mountains Insurance Group Ltd,fintual;help
WTRG,Essential Utilities Inc,fintual;help
WULF,Terawulf Inc,fintual;help
WW,WW International Inc,fintual;help
WWD,Woodward Inc,fintual;help
WWW,Wolverine World Wide Inc,fintual;help
WYNN,Wynn Resorts Ltd,fintual;help
XEL,Xcel Energy Inc,fintual;help
XERS,Xeris Biopharma Holdings Inc,fintual;help
XHR,Xenia Hotels & Resorts Inc,fintual;help
XNCR,Xencor Inc,fintual;help
XPEL,XPEL Inc,fintual;help
XPER,Xperi Inc,fintual;help
XPO,XPO Inc,fintual;help
XRAY,DENTSPLY SIRONA Inc,fintual;help
XRX,Xerox Holdings Corp,fintual;help
YELP,Yelp Inc,fintual;help
YETI,YETI Holdings Inc,fintual;help
YEXT,Yext Inc,fintual;help
YUM,Yum! Brands Inc,fintual;help
YUMC,Yum China Holdings Inc,fintual;help
ZBH,Zimmer Biomet Holdings Inc,fintual;help
ZBIO,Zenas Biopharma Inc,fintual;help
ZD,Ziff Davis Inc,fintual;help
ZIM,ZIM Integrated Shipping Services Ltd,fintual;help
ZLAB,Zai Lab Ltd,fintual;help
ZNTL,Zentalis Pharmaceuticals Inc,fintual;help
ZS,Zscaler Inc,fintual;help
ZUMZ,Zumiez Inc,fintual;help
ZVRA,Zevra Therapeutics Inc,fintual;help
ZWS,Zurn Elkay Water Solutions Corp,fintual;help
ZYME,Zymeworks Inc,fintual;help
